"1217","愛知県","瀬戸市","井山町"
"1215","愛知県","瀬戸市","岩屋町"
"1205","愛知県","瀬戸市","落合町"
"1212","愛知県","瀬戸市","片草町"
"1219","愛知県","瀬戸市","窯町"
"1214","愛知県","瀬戸市","上品野町"
"1211","愛知県","瀬戸市","上半田川町"
"1204","愛知県","瀬戸市","北丘町"
"1207","愛知県","瀬戸市","品野町"
"1202","愛知県","瀬戸市","下半田川町"
"1201","愛知県","瀬戸市","定光寺町"
"1213","愛知県","瀬戸市","白岩町"
"1216","愛知県","瀬戸市","鳥原町"
"1218","愛知県","瀬戸市","中品野町"
"1203","愛知県","瀬戸市","広之田町"
"1206","愛知県","瀬戸市","八床町"
"0303","愛知県","春日井市","明知町"
"0306","愛知県","春日井市","上野町"
"0301","愛知県","春日井市","内津町"
"0304","愛知県","春日井市","神屋町"
"0302","愛知県","春日井市","西尾町"
"0305","愛知県","春日井市","坂下町"
"1100","愛知県","長久手市",""
"1323","愛知県","長久手市","阿畑"
"1331","愛知県","長久手市","雨堤"
"1161","愛知県","長久手市","荒田"
"1182","愛知県","長久手市","池田"
"1343","愛知県","長久手市","石場"
"1147","愛知県","長久手市","市が洞"
"1342","愛知県","長久手市","茨ケ廻間"
"1143","愛知県","長久手市","井堀"
"1116","愛知県","長久手市","杁ケ池"
"1325","愛知県","長久手市","杁ケ根"
"1302","愛知県","長久手市","杁ノ洞"
"1308","愛知県","長久手市","岩廻間"
"1125","愛知県","長久手市","氏神前"
"1152","愛知県","長久手市","打越"
"1145","愛知県","長久手市","卯塚"
"1314","愛知県","長久手市","馬堤"
"1334","愛知県","長久手市","榎ノ下"
"1333","愛知県","長久手市","蛭子"
"1106","愛知県","長久手市","大久手"
"1146","愛知県","長久手市","片平"
"1142","愛知県","長久手市","蟹原"
"1132","愛知県","長久手市","上川原"
"1165","愛知県","長久手市","鴨田"
"1327","愛知県","長久手市","観音堂"
"1301","愛知県","長久手市","北浦"
"1339","愛知県","長久手市","北熊"
"1117","愛知県","長久手市","喜婦嶽"
"1184","愛知県","長久手市","草掛"
"1151","愛知県","長久手市","久保山"
"1144","愛知県","長久手市","熊田"
"1312","愛知県","長久手市","熊張深田"
"1347","愛知県","長久手市","鯉ケ廻間"
"1336","愛知県","長久手市","小稲葉"
"1304","愛知県","長久手市","郷前"
"1176","愛知県","長久手市","香桶"
"1156","愛知県","長久手市","五合池"
"1313","愛知県","長久手市","小深"
"1153","愛知県","長久手市","作田"
"1157","愛知県","長久手市","桜作"
"1329","愛知県","長久手市","申平"
"1322","愛知県","長久手市","汐見坂"
"1137","愛知県","長久手市","下川原"
"1107","愛知県","長久手市","下権田"
"1338","愛知県","長久手市","下田"
"1135","愛知県","長久手市","下山"
"1128","愛知県","長久手市","勝入塚"
"1115","愛知県","長久手市","菖蒲池"
"1122","愛知県","長久手市","城屋敷"
"1306","愛知県","長久手市","真行田"
"1321","愛知県","長久手市","神明"
"1332","愛知県","長久手市","神門前"
"1127","愛知県","長久手市","菅池"
"1326","愛知県","長久手市","助六"
"1112","愛知県","長久手市","砂子"
"1175","愛知県","長久手市","先達"
"1335","愛知県","長久手市","大日"
"1324","愛知県","長久手市","段留"
"1162","愛知県","長久手市","段の上"
"1178","愛知県","長久手市","丁子田"
"1114","愛知県","長久手市","長配"
"1154","愛知県","長久手市","塚田"
"1346","愛知県","長久手市","堂脇"
"1124","愛知県","長久手市","戸田谷"
"1305","愛知県","長久手市","中井"
"1108","愛知県","長久手市","中池"
"1139","愛知県","長久手市","中川原"
"1167","愛知県","長久手市","仲田"
"1337","愛知県","長久手市","中屋"
"1171","愛知県","長久手市","西浦"
"1183","愛知県","長久手市","西原"
"1138","愛知県","長久手市","西原山"
"1148","愛知県","長久手市","根嶽"
"1141","愛知県","長久手市","根の神"
"1166","愛知県","長久手市","野田農"
"1163","愛知県","長久手市","原邸"
"1133","愛知県","長久手市","原山"
"1174","愛知県","長久手市","東浦"
"1303","愛知県","長久手市","東田"
"1123","愛知県","長久手市","東狭間"
"1181","愛知県","長久手市","東原"
"1158","愛知県","長久手市","東原山"
"1315","愛知県","長久手市","東平地"
"1318","愛知県","長久手市","東山"
"1155","愛知県","長久手市","平池"
"1316","愛知県","長久手市","平地"
"1344","愛知県","長久手市","広田"
"1126","愛知県","長久手市","深田"
"1119","愛知県","長久手市","深廻間"
"1311","愛知県","長久手市","福井"
"1173","愛知県","長久手市","富士浦"
"1168","愛知県","長久手市","坊の後"
"1104","愛知県","長久手市","棒振"
"1177","愛知県","長久手市","仏が根"
"1102","愛知県","長久手市","前熊一ノ井"
"1102","愛知県","長久手市","前熊志水"
"1102","愛知県","長久手市","前熊下田"
"1102","愛知県","長久手市","前熊寺田"
"1102","愛知県","長久手市","前熊中井"
"1102","愛知県","長久手市","前熊西脇"
"1102","愛知県","長久手市","前熊根ノ上"
"1102","愛知県","長久手市","前熊根ノ原"
"1102","愛知県","長久手市","前熊橋ノ本"
"1102","愛知県","長久手市","前熊原山"
"1102","愛知県","長久手市","前熊広面"
"1102","愛知県","長久手市","前熊堀越"
"1102","愛知県","長久手市","前熊前山"
"1102","愛知県","長久手市","前熊溝下"
"1317","愛知県","長久手市","松杁"
"1105","愛知県","長久手市","丸根"
"1345","愛知県","長久手市","丸山"
