"2154","群馬県","前橋市","天川大島町"
"2112","群馬県","前橋市","新井町"
"2107","群馬県","前橋市","荒口町"
"2106","群馬県","前橋市","荒子町"
"2111","群馬県","前橋市","飯土井町"
"2101","群馬県","前橋市","泉沢町"
"2116","群馬県","前橋市","今井町"
"2115","群馬県","前橋市","笂井町"
"2163","群馬県","前橋市","女屋町"
"2153","群馬県","前橋市","上大島町"
"2165","群馬県","前橋市","上長磯町"
"2114","群馬県","前橋市","上増田町"
"2147","群馬県","前橋市","亀里町"
"2103","群馬県","前橋市","神沢の森"
"2146","群馬県","前橋市","公田町"
"2162","群馬県","前橋市","小島田町"
"2122","群馬県","前橋市","駒形町"
"2121","群馬県","前橋市","小屋原町"
"2123","群馬県","前橋市","山王町"
"2142","群馬県","前橋市","下阿内町"
"2152","群馬県","前橋市","下大島町"
"2102","群馬県","前橋市","下大屋町"
"2144","群馬県","前橋市","下川町"
"2151","群馬県","前橋市","下長磯町"
"2113","群馬県","前橋市","下増田町"
"2108","群馬県","前橋市","鶴が谷町"
"2141","群馬県","前橋市","鶴光路町"
"2135","群馬県","前橋市","徳丸町"
"2161","群馬県","前橋市","富田町"
"2133","群馬県","前橋市","中内町"
"2143","群馬県","前橋市","新堀町"
"2104","群馬県","前橋市","西大室町"
"2131","群馬県","前橋市","西善町"
"2117","群馬県","前橋市","二之宮町"
"2166","群馬県","前橋市","野中町"
"2164","群馬県","前橋市","東上野町"
"2105","群馬県","前橋市","東大室町"
"2132","群馬県","前橋市","東善町"
"2136","群馬県","前橋市","房丸町"
"2145","群馬県","前橋市","横手町"
"2134","群馬県","前橋市","力丸町"
"2201","群馬県","伊勢崎市","間野谷町"
"2215","群馬県","伊勢崎市","赤堀今井町"
"2202","群馬県","伊勢崎市","赤堀鹿島町"
"2231","群馬県","伊勢崎市","東町"
"2217","群馬県","伊勢崎市","磯町"
"2211","群馬県","伊勢崎市","市場町"
"2225","群馬県","伊勢崎市","上田町"
"2221","群馬県","伊勢崎市","国定町"
"2232","群馬県","伊勢崎市","小泉町"
"2206","群馬県","伊勢崎市","香林町"
"2213","群馬県","伊勢崎市","五目牛町"
"2214","群馬県","伊勢崎市","下触町"
"2222","群馬県","伊勢崎市","田部井町"
"2224","群馬県","伊勢崎市","西小保方町"
"2204","群馬県","伊勢崎市","西久保町"
"2216","群馬県","伊勢崎市","西野町"
"2205","群馬県","伊勢崎市","野町"
"2236","群馬県","伊勢崎市","八寸町"
"2234","群馬県","伊勢崎市","東小保方町"
"2233","群馬県","伊勢崎市","平井町"
"2212","群馬県","伊勢崎市","堀下町"
"2203","群馬県","伊勢崎市","曲沢町"
"2235","群馬県","伊勢崎市","三室町"
"2306","群馬県","太田市","大久保町"
"2304","群馬県","太田市","大原町"
"2301","群馬県","太田市","藪塚町"
"2302","群馬県","太田市","山之神町"
"2303","群馬県","太田市","寄合町"
"2305","群馬県","太田市","六千石町"
"1122","群馬県","渋川市","赤城町勝保沢"
"1125","群馬県","渋川市","赤城町上三原田"
"1111","群馬県","渋川市","赤城町北赤城山"
"1105","群馬県","渋川市","赤城町北上野"
"1114","群馬県","渋川市","赤城町栄"
"1104","群馬県","渋川市","赤城町敷島"
"1124","群馬県","渋川市","赤城町滝沢"
"1101","群馬県","渋川市","赤城町棚下"
"1127","群馬県","渋川市","赤城町樽"
"1103","群馬県","渋川市","赤城町津久田"
"1102","群馬県","渋川市","赤城町長井小川田"
"1115","群馬県","渋川市","赤城町溝呂木"
"1123","群馬県","渋川市","赤城町見立"
"1113","群馬県","渋川市","赤城町南赤城山"
"1126","群馬県","渋川市","赤城町三原田"
"1121","群馬県","渋川市","赤城町宮田"
"1112","群馬県","渋川市","赤城町深山"
"1116","群馬県","渋川市","赤城町持柏木"
"0202","群馬県","富岡市","妙義町大牛"
"0205","群馬県","富岡市","妙義町北山"
"0208","群馬県","富岡市","妙義町菅原"
"0203","群馬県","富岡市","妙義町岳"
"0206","群馬県","富岡市","妙義町中里"
"0204","群馬県","富岡市","妙義町行沢"
"0207","群馬県","富岡市","妙義町古立"
"0201","群馬県","富岡市","妙義町妙義"
"0209","群馬県","富岡市","妙義町諸戸"
"0100","群馬県","安中市",""
"0109","群馬県","安中市","秋間みのりが丘"
"0116","群馬県","安中市","安中"
"0127","群馬県","安中市","磯部"
"0111","群馬県","安中市","板鼻"
"0112","群馬県","安中市","岩井"
"0121","群馬県","安中市","大竹"
"0113","群馬県","安中市","大谷"
"0105","群馬県","安中市","小俣"
"0108","群馬県","安中市","上後閑"
"0123","群馬県","安中市","上間仁田"
"0135","群馬県","安中市","郷原"
"0132","群馬県","安中市","高別当"
"0124","群馬県","安中市","鷺宮"
"0104","群馬県","安中市","下秋間"
"0129","群馬県","安中市","下磯部"
"0106","群馬県","安中市","下後閑"
"0122","群馬県","安中市","下間仁田"
"0103","群馬県","安中市","中秋間"
"0107","群馬県","安中市","中後閑"
"0115","群馬県","安中市","中宿"
"0125","群馬県","安中市","中野谷"
"0101","群馬県","安中市","西上秋間"
"0126","群馬県","安中市","西上磯部"
"0114","群馬県","安中市","野殿"
"0133","群馬県","安中市","原市"
"0102","群馬県","安中市","東上秋間"
"0128","群馬県","安中市","東上磯部"
"0131","群馬県","安中市","古屋"
"0216","群馬県","安中市","松井田町新井"
"0305","群馬県","安中市","松井田町入山"
"0226","群馬県","安中市","松井田町行田"
"0213","群馬県","安中市","松井田町小日向"
"0211","群馬県","安中市","松井田町上増田"
"0304","群馬県","安中市","松井田町北野牧"
"0214","群馬県","安中市","松井田町国衙"
"0302","群馬県","安中市","松井田町五料"
"0307","群馬県","安中市","松井田町坂本"
"0212","群馬県","安中市","松井田町下増田"
"0215","群馬県","安中市","松井田町高梨子"
"0221","群馬県","安中市","松井田町新堀"
"0223","群馬県","安中市","松井田町二軒在家"
"0303","群馬県","安中市","松井田町西野牧"
"0306","群馬県","安中市","松井田町原"
"0217","群馬県","安中市","松井田町土塩"
"0224","群馬県","安中市","松井田町人見"
"0222","群馬県","安中市","松井田町松井田"
"0225","群馬県","安中市","松井田町八城"
"0301","群馬県","安中市","松井田町横川"
"0136","群馬県","安中市","嶺"
"0134","群馬県","安中市","簗瀬"
"2311","群馬県","みどり市","笠懸町阿左美"
"2312","群馬県","みどり市","笠懸町久宮"
"2314","群馬県","みどり市","笠懸町西鹿田"
"2313","群馬県","みどり市","笠懸町鹿"
"1200","群馬県","利根郡昭和村",""
"1207","群馬県","利根郡昭和村","赤城原"
"1203","群馬県","利根郡昭和村","糸井"
"1201","群馬県","利根郡昭和村","生越"
"1202","群馬県","利根郡昭和村","貝野瀬"
"1205","群馬県","利根郡昭和村","川額"
"1206","群馬県","利根郡昭和村","橡久保"
